cell_type,count,percentage
Astro,171,3.57591
L2/3 IT,108,2.25847
L5 IT,23,0.480970
L5/6 NP,48,1.00376
L6b,53,1.10832
Lamp5,23,0.480970
Micro-PVM,165,3.45044
Oligo,2314,48.3898
OPC,119,2.48850
Pvalb,62,1.29653
Sncg,10,0.209118
Sst,235,4.91426
Sst Chodl,470,9.82852
Vip,940,19.6570
VLMC,41,0.857382
