cell_type,count,percentage
Astro,425,6.72788
Endo,3,0.0474909
L2/3 IT,1441,22.8115
L5/6 NP,478,7.56688
Lamp5,215,3.40351
Micro-PVM,436,6.90201
Oligo,1657,26.2308
OPC,108,1.70967
Pvalb,731,11.5719
Sncg,426,6.74371
Sst,2,0.0316606
Sst Chodl,137,2.16875
Vip,174,2.75447
VLMC,84,1.32975
