cell_type,count,percentage
Astro,343,2.98572
Endo,56,0.487465
L2/3 IT,3752,32.6602
L5 ET,45,0.391713
L5 IT,2747,23.9119
L5/6 NP,144,1.25348
L6 CT,152,1.32312
L6 IT,365,3.17723
L6 IT Car3,167,1.45369
L6b,147,1.27960
Lamp5,394,3.42967
Micro-PVM,95,0.826950
Oligo,471,4.09993
OPC,72,0.626741
Pvalb,656,5.71031
Sncg,168,1.46240
Sst,999,8.69603
Sst Chodl,8,0.0696379
Vip,696,6.05850
VLMC,11,0.0957521
