cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,376,4.27516
Astro L1-6 FGFR3 PLCG1,778,8.84594
Endo L2-5 NOSTRIN SRGN,342,3.88857
Exc L2 LINC00507 GLRA3,5018,57.0551
Exc L3-5 RORB LNX2,789,8.97101
Micro L1-6 TYROBP CD74,603,6.85617
Oligo L2-6 OPALIN FTH1P3,38,0.432064
OPC L1-6 PDGFRA COL20A1,761,8.65264
VLMC L1-5 PDGFRA COLEC12,90,1.02331
