cell_type,count,percentage
Astro,283,4.69320
L2/3 IT,2262,37.5124
L5 ET,13,0.215589
L5 IT,1016,16.8491
L5/6 NP,55,0.912106
L6 CT,120,1.99005
L6 IT,195,3.23383
L6 IT Car3,47,0.779436
L6b,14,0.232172
Lamp5,250,4.14594
Micro-PVM,76,1.26036
Oligo,272,4.51078
OPC,126,2.08955
Pvalb,253,4.19569
Sncg,137,2.27197
Sst,453,7.51244
Sst Chodl,1,0.0165837
Vip,456,7.56219
VLMC,1,0.0165837
