cell_type,count,percentage
Astro,1140,17.1532
Endo,368,5.53717
L5 IT,4731,71.1857
Micro-PVM,180,2.70840
Oligo,6,0.0902799
OPC,2,0.0300933
VLMC,219,3.29522
