cell_type,count,percentage
Astro,1426,18.3787
Endo,32,0.412424
L2/3 IT,499,6.43124
L5 IT,167,2.15234
L5/6 NP,245,3.15762
L6b,120,1.54659
Lamp5,347,4.47223
Micro-PVM,156,2.01057
Oligo,676,8.71246
OPC,195,2.51321
Pvalb,198,2.55188
Sst,31,0.399536
Sst Chodl,956,12.3212
Vip,133,1.71414
VLMC,2578,33.2259
