cell_type,count,percentage
Astro,760,8.68373
Endo,141,1.61106
L2/3 IT,230,2.62797
L5 IT,14,0.159963
Lamp5,30,0.342779
Micro-PVM,1410,16.1106
Oligo,5241,59.8835
OPC,478,5.46161
Pvalb,44,0.502742
Sncg,4,0.0457038
Sst,12,0.137112
Sst Chodl,151,1.72532
Vip,190,2.17093
VLMC,47,0.537020
