cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,164,1.08387
Endo L2-5 NOSTRIN SRGN,4,0.0264358
Exc L2 LINC00507 GLRA3,12915,85.3546
Exc L3-5 RORB RPRM,716,4.73201
Inh L1-5 VIP SMOC1,133,0.878990
Micro L1-6 TYROBP CD74,146,0.964906
Oligo L2-6 OPALIN FTH1P3,11,0.0726984
OPC L1-6 PDGFRA COL20A1,75,0.495671
VLMC L1-5 PDGFRA COLEC12,967,6.39085
