cell_type,count,percentage
Astro,151,2.42726
Endo,8,0.128597
L2/3 IT,1598,25.6872
L5 ET,1112,17.8749
L5 IT,626,10.0627
L5/6 NP,329,5.28854
L6 CT,176,2.82913
L6 IT,2,0.0321492
L6b,16,0.257193
Lamp5,448,7.20141
Micro-PVM,74,1.18952
Oligo,500,8.03729
OPC,124,1.99325
Pvalb,355,5.70648
Sncg,160,2.57193
Sst,205,3.29529
Sst Chodl,10,0.160746
Vip,310,4.98312
VLMC,17,0.273268
