cell_type,count,percentage
Astro,166,2.09622
Endo,28,0.353580
L2/3 IT,217,2.74024
L5 IT,20,0.252557
L5/6 NP,18,0.227301
L6 CT,1,0.0126279
L6b,15,0.189418
Lamp5,67,0.846066
Micro-PVM,273,3.44740
Oligo,1999,25.2431
OPC,361,4.55866
Pvalb,131,1.65425
Sncg,67,0.846066
Sst,169,2.13411
Sst Chodl,3631,45.8517
Vip,633,7.99343
VLMC,123,1.55323
