cell_type,count,percentage
Astro,249,5.01006
L2/3 IT,1738,34.9698
L5 ET,8,0.160966
L5 IT,998,20.0805
L5/6 NP,39,0.784708
L6 CT,92,1.85111
L6 IT,137,2.75654
L6 IT Car3,28,0.563380
L6b,14,0.281690
Lamp5,185,3.72233
Micro-PVM,63,1.26761
Oligo,283,5.69416
OPC,137,2.75654
Pvalb,183,3.68209
Sncg,106,2.13280
Sst,383,7.70624
Sst Chodl,1,0.0201207
Vip,321,6.45875
VLMC,5,0.100604
