cell_type,count,percentage
Astro,234,2.76302
Endo,34,0.401464
L2/3 IT,4699,55.4847
L5 ET,775,9.15102
L5/6 NP,21,0.247963
L6 IT Car3,680,8.02928
Lamp5,375,4.42791
Micro-PVM,161,1.90105
Oligo,802,9.46983
OPC,118,1.39332
Pvalb,49,0.578581
Sncg,120,1.41693
Sst,154,1.81840
Sst Chodl,5,0.0590388
Vip,229,2.70398
VLMC,13,0.153501
