cell_type,count,percentage
Astro,319,6.52352
Endo,19,0.388548
L2/3 IT,1679,34.3354
L5 ET,71,1.45194
L5 IT,248,5.07157
L5/6 NP,30,0.613497
L6 CT,383,7.83231
L6 IT,243,4.96933
L6b,362,7.40286
Lamp5,147,3.00613
Micro-PVM,98,2.00409
Oligo,420,8.58896
OPC,256,5.23517
Pvalb,230,4.70348
Sncg,77,1.57464
Sst,144,2.94479
Sst Chodl,7,0.143149
Vip,141,2.88344
VLMC,16,0.327198
