cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,168,1.91934
Endo L2-5 NOSTRIN SRGN,35,0.399863
Exc L2 LINC00507 GLRA3,4219,48.2006
Micro L1-6 TYROBP CD74,4309,49.2288
Oligo L2-6 OPALIN FTH1P3,1,0.0114247
VLMC L1-5 PDGFRA COLEC12,21,0.239918
