cell_type,count,percentage
Astro,420,8.23852
L2/3 IT,499,9.78815
L5 IT,1740,34.1310
L5/6 NP,25,0.490388
L6 CT,15,0.294233
L6 IT,5,0.0980777
L6 IT Car3,32,0.627697
L6b,3,0.0588466
Lamp5,303,5.94351
Micro-PVM,101,1.98117
Oligo,918,18.0071
OPC,98,1.92232
Pvalb,168,3.29541
Sncg,77,1.51040
Sst,121,2.37348
Sst Chodl,13,0.255002
Vip,509,9.98431
VLMC,51,1.00039
