cell_type,count,percentage
Astro,461,3.80520
Endo,206,1.70037
L2/3 IT,5,0.0412712
L5 IT,1,0.00825423
Lamp5,53,0.437474
Micro-PVM,521,4.30045
Oligo,9276,76.5662
OPC,344,2.83946
Pvalb,111,0.916220
Sncg,19,0.156830
Sst,121,0.998762
Sst Chodl,32,0.264135
Vip,873,7.20594
VLMC,92,0.759389
