cell_type,count,percentage
Astro,522,8.89874
Endo,9,0.153427
L2/3 IT,1732,29.5261
L5 ET,23,0.392090
L5 IT,106,1.80702
L5/6 NP,16,0.272758
L6 CT,159,2.71054
L6 IT,688,11.7286
L6 IT Car3,259,4.41527
L6b,23,0.392090
Lamp5,259,4.41527
Micro-PVM,152,2.59120
Oligo,484,8.25094
OPC,289,4.92670
Pvalb,223,3.80157
Sncg,139,2.36959
Sst,371,6.32458
Sst Chodl,7,0.119332
Vip,375,6.39277
VLMC,30,0.511422
