,dataset_name,cell_type,sex,race,count,percentage
0,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,fibroblast,unknown,unknown,105,30.523255813953487
1,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,interneuron,unknown,unknown,5,1.4534883720930232
2,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,motor neuron,unknown,unknown,3,0.872093023255814
3,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,gut endothelial cell,unknown,unknown,9,2.616279069767442
4,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,secretory cell,unknown,unknown,3,0.872093023255814
5,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,neuroendocrine cell,unknown,unknown,1,0.29069767441860467
6,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,myofibroblast cell,unknown,unknown,28,8.13953488372093
7,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,monocyte,unknown,unknown,1,0.29069767441860467
8,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,enterocyte,unknown,unknown,102,29.651162790697676
9,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,pericyte cell,unknown,unknown,3,0.872093023255814
10,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,gut absorptive cell,unknown,unknown,1,0.29069767441860467
11,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,leukocyte,unknown,unknown,1,0.29069767441860467
12,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,group 3 innate lymphoid cell,unknown,unknown,2,0.5813953488372093
13,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,interstitial cell of Cajal,unknown,unknown,4,1.1627906976744187
14,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,enteric smooth muscle cell,unknown,unknown,20,5.813953488372093
15,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,intestinal crypt stem cell of large intestine,unknown,unknown,4,1.1627906976744187
16,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,intestinal crypt stem cell of small intestine,unknown,unknown,21,6.104651162790697
17,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,progenitor cell,unknown,unknown,30,8.720930232558139
18,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A7,intestine goblet cell,unknown,unknown,1,0.29069767441860467
