,cell_type,sex,race,count,percentage
0,fibroblast,unknown,unknown,160,12.88244766505636
1,interneuron,unknown,unknown,2,0.1610305958132045
2,motor neuron,unknown,unknown,23,1.8518518518518516
3,gut endothelial cell,unknown,unknown,32,2.576489533011272
4,secretory cell,unknown,unknown,79,6.360708534621579
5,enteroendocrine cell,unknown,unknown,52,4.186795491143317
6,neuroendocrine cell,unknown,unknown,4,0.322061191626409
7,myofibroblast cell,unknown,unknown,59,4.750402576489534
8,macrophage,unknown,unknown,11,0.8856682769726247
9,monocyte,unknown,unknown,4,0.322061191626409
10,enterocyte,unknown,unknown,313,25.201288244766506
11,pericyte cell,unknown,unknown,27,2.1739130434782608
12,gut absorptive cell,unknown,unknown,10,0.8051529790660225
13,leukocyte,unknown,unknown,1,0.08051529790660225
14,erythroid lineage cell,unknown,unknown,32,2.576489533011272
15,precursor B cell,unknown,unknown,3,0.24154589371980675
16,interstitial cell of Cajal,unknown,unknown,38,3.059581320450886
17,enteric smooth muscle cell,unknown,unknown,116,9.339774557165862
18,inhibitory motor neuron,unknown,unknown,32,2.576489533011272
19,transit amplifying cell of colon,unknown,unknown,5,0.40257648953301123
20,transit amplifying cell of small intestine,unknown,unknown,3,0.24154589371980675
21,intestinal crypt stem cell of large intestine,unknown,unknown,60,4.830917874396135
22,intestinal crypt stem cell of small intestine,unknown,unknown,132,10.628019323671497
23,progenitor cell,unknown,unknown,17,1.3687600644122384
24,intestine goblet cell,unknown,unknown,27,2.1739130434782608
