"","cell_type","count"
"1","Adipocyte",133
"2","Arterial Endothelial",473
"3","Atrial Cardiomyocyte",17
"4","B",2590
"5","Capillary Endothelial",750
"6","Endocardial",136
"7","Endothelial",4
"8","Fibroblast",5919
"9","Lymphatic Endothelial",27
"10","Macrophage",725
"11","Mast",61
"12","Mesothelial",250
"13","Monocyte/cDC",886
"14","Neuronal",59
"15","NK",211
"16","Pericyte",1000
"17","Smooth Muscle",665
"18","T",88
"19","Venous Endothelial",235
"20","Ventricular Cardiomycoyte",35490
