"","cell_type","count"
"1","Adipocyte",57
"2","Arterial Endothelial",385
"3","Atrial Cardiomyocyte",18
"4","B",2314
"5","Capillary Endothelial",1239
"6","Endocardial",467
"7","Fibroblast",8335
"8","Lymphatic Endothelial",88
"9","Macrophage",1027
"10","Mast",75
"11","Mesothelial",257
"12","Monocyte/cDC",919
"13","Neuronal",105
"14","NK",231
"15","Pericyte",1121
"16","Smooth Muscle",336
"17","T",106
"18","Venous Endothelial",364
"19","Ventricular Cardiomycoyte",35705
