"","cell_type","count"
"1","Adipocyte",211
"2","Arterial Endothelial",316
"3","Atrial Cardiomyocyte",11
"4","B",2813
"5","Capillary Endothelial",613
"6","Endocardial",195
"7","Endothelial",2
"8","Fibroblast",7870
"9","Lymphatic Endothelial",67
"10","Macrophage",818
"11","Mast",68
"12","Mesothelial",266
"13","Monocyte/cDC",785
"14","Neuronal",63
"15","NK",312
"16","Pericyte",758
"17","Smooth Muscle",262
"18","T",102
"19","Venous Endothelial",351
"20","Ventricular Cardiomycoyte",47254
