"","cell_type","count"
"1","Adipocyte",72
"2","Arterial Endothelial",227
"3","Atrial Cardiomyocyte",27
"4","B",2190
"5","Capillary Endothelial",923
"6","Endocardial",183
"7","Endothelial",6
"8","Fibroblast",41399
"9","Lymphatic Endothelial",19
"10","Macrophage",753
"11","Mast",58
"12","Mesothelial",302
"13","Monocyte/cDC",571
"14","Neuronal",37
"15","NK",156
"16","Pericyte",809
"17","Smooth Muscle",208
"18","T",64
"19","Venous Endothelial",213
"20","Ventricular Cardiomycoyte",2642
