"","cell_type","count"
"1","Adipocyte",43
"2","Arterial Endothelial",446
"3","Atrial Cardiomyocyte",7
"4","B",2168
"5","Capillary Endothelial",861
"6","Endocardial",337
"7","Endothelial",8
"8","Fibroblast",39553
"9","Lymphatic Endothelial",21
"10","Macrophage",605
"11","Mast",49
"12","Mesothelial",298
"13","Monocyte/cDC",722
"14","Neuronal",113
"15","NK",80
"16","Pericyte",1054
"17","Smooth Muscle",300
"18","T",83
"19","Venous Endothelial",295
"20","Ventricular Cardiomycoyte",3661
