,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Survey of human embryonic development,granule cell,CL:0000120,female,unknown,13th week post-fertilization human stage,10429,0.3689923314413734
1,Survey of human embryonic development,Purkinje cell,CL:0000121,female,unknown,13th week post-fertilization human stage,28324,1.0021419882774436
2,Survey of human embryonic development,stellate neuron,CL:0000122,female,unknown,13th week post-fertilization human stage,8301,0.2937007712431528
3,Survey of human embryonic development,neuron associated cell (sensu Vertebrata),CL:0000123,female,unknown,13th week post-fertilization human stage,7984,0.28248487623242163
4,Survey of human embryonic development,glial cell,CL:0000125,female,unknown,13th week post-fertilization human stage,7101,0.25124312451483294
5,Survey of human embryonic development,macroglial cell,CL:0000126,female,unknown,13th week post-fertilization human stage,2198,0.07776825625737259
6,Survey of human embryonic development,astrocyte,CL:0000127,female,unknown,13th week post-fertilization human stage,35840,1.2680683822858207
7,Survey of human embryonic development,oligodendrocyte,CL:0000128,female,unknown,13th week post-fertilization human stage,1884,0.06665850536346223
8,Survey of human embryonic development,microglial cell,CL:0000129,female,unknown,13th week post-fertilization human stage,595,0.021051916502791944
9,Survey of human embryonic development,inhibitory interneuron,CL:0000498,female,unknown,13th week post-fertilization human stage,20517,0.7259196149374493
10,Survey of human embryonic development,neuron,CL:0000540,female,unknown,13th week post-fertilization human stage,3237,0.11452950204964289
11,Survey of human embryonic development,neuronal brush cell,CL:0000555,female,unknown,13th week post-fertilization human stage,6845,0.24218549321279137
12,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,13th week post-fertilization human stage,506,0.01790297437044155
13,Survey of human embryonic development,granule cell,CL:0000120,female,unknown,15th week post-fertilization human stage,21741,0.7692264146003356
14,Survey of human embryonic development,Purkinje cell,CL:0000121,female,unknown,15th week post-fertilization human stage,80742,2.8567627601150036
15,Survey of human embryonic development,stellate neuron,CL:0000122,female,unknown,15th week post-fertilization human stage,17332,0.6132299442460336
16,Survey of human embryonic development,neuron associated cell (sensu Vertebrata),CL:0000123,female,unknown,15th week post-fertilization human stage,15664,0.554213815293669
17,Survey of human embryonic development,glial cell,CL:0000125,female,unknown,15th week post-fertilization human stage,9310,0.3294005758672151
18,Survey of human embryonic development,macroglial cell,CL:0000126,female,unknown,15th week post-fertilization human stage,6308,0.2231856963018682
19,Survey of human embryonic development,astrocyte,CL:0000127,female,unknown,15th week post-fertilization human stage,76749,2.7154849406265194
20,Survey of human embryonic development,oligodendrocyte,CL:0000128,female,unknown,15th week post-fertilization human stage,4269,0.151043078235998
21,Survey of human embryonic development,microglial cell,CL:0000129,female,unknown,15th week post-fertilization human stage,1503,0.05317820252722066
22,Survey of human embryonic development,inhibitory interneuron,CL:0000498,female,unknown,15th week post-fertilization human stage,35504,1.256180241201891
23,Survey of human embryonic development,neuron,CL:0000540,female,unknown,15th week post-fertilization human stage,4675,0.16540791537907956
24,Survey of human embryonic development,neuronal brush cell,CL:0000555,female,unknown,15th week post-fertilization human stage,14401,0.5095271421121123
25,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,15th week post-fertilization human stage,1680,0.05944070541964784
26,Survey of human embryonic development,granule cell,CL:0000120,male,unknown,12th week post-fertilization human stage,6912,0.24455604515512255
27,Survey of human embryonic development,Purkinje cell,CL:0000121,male,unknown,12th week post-fertilization human stage,45381,1.605642055148237
28,Survey of human embryonic development,stellate neuron,CL:0000122,male,unknown,12th week post-fertilization human stage,5655,0.20008166020720747
29,Survey of human embryonic development,neuron associated cell (sensu Vertebrata),CL:0000123,male,unknown,12th week post-fertilization human stage,6841,0.24204396772369696
30,Survey of human embryonic development,glial cell,CL:0000125,male,unknown,12th week post-fertilization human stage,6114,0.21632171008078982
31,Survey of human embryonic development,macroglial cell,CL:0000126,male,unknown,12th week post-fertilization human stage,2026,0.07168266022631341
32,Survey of human embryonic development,astrocyte,CL:0000127,male,unknown,12th week post-fertilization human stage,27223,0.9631870974042103
33,Survey of human embryonic development,oligodendrocyte,CL:0000128,male,unknown,12th week post-fertilization human stage,1237,0.043766757502443084
34,Survey of human embryonic development,microglial cell,CL:0000129,male,unknown,12th week post-fertilization human stage,376,0.013303395974873566
