,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Spleen,native cell,CL:0000003,female,unknown,fifth decade human stage,80,0.08487523340689188
1,Spleen,hematopoietic stem cell,CL:0000037,female,unknown,fifth decade human stage,139,0.14747071804447462
2,Spleen,T cell,CL:0000084,female,unknown,fifth decade human stage,214,0.22704124936343575
3,Spleen,platelet,CL:0000233,female,unknown,fifth decade human stage,50,0.05304702087930742
4,Spleen,macrophage,CL:0000235,female,unknown,fifth decade human stage,936,0.9930402308606349
5,Spleen,B cell,CL:0000236,female,unknown,fifth decade human stage,7826,8.302919708029197
6,Spleen,dendritic cell,CL:0000451,female,unknown,fifth decade human stage,1160,1.230690884399932
7,Spleen,lymphocyte,CL:0000542,female,unknown,fifth decade human stage,1766,1.873620777457138
8,Spleen,monocyte,CL:0000576,female,unknown,fifth decade human stage,2611,2.7701154303174333
9,Spleen,natural killer cell,CL:0000623,female,unknown,fifth decade human stage,5691,6.03781191648277
10,Spleen,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,fifth decade human stage,5620,5.962485146834154
11,Spleen,"CD8-positive, alpha-beta T cell",CL:0000625,female,unknown,fifth decade human stage,890,0.944236971651672
12,Spleen,plasmacytoid dendritic cell,CL:0000784,female,unknown,fifth decade human stage,189,0.20051773892378202
13,Spleen,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,female,unknown,fifth decade human stage,489,0.5187998641996265
14,Spleen,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CL:0000802,female,unknown,fifth decade human stage,265,0.28114921066032933
15,Spleen,follicular B cell,CL:0000843,female,unknown,fifth decade human stage,8511,9.029663894075709
16,Spleen,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,fifth decade human stage,1802,1.9118146324902392
17,Spleen,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,unknown,fifth decade human stage,2072,2.1982685452384993
18,Spleen,plasmablast,CL:0000980,female,unknown,fifth decade human stage,1560,1.6550670514343915
19,Spleen,IgG plasma cell,CL:0000985,female,unknown,fifth decade human stage,1672,1.77389237820404
20,Spleen,IgM plasma cell,CL:0000986,female,unknown,fifth decade human stage,2351,2.4942709217450347
21,Spleen,conventional dendritic cell,CL:0000990,female,unknown,fifth decade human stage,189,0.20051773892378202
22,Spleen,innate lymphoid cell,CL:0001065,female,unknown,fifth decade human stage,252,0.26735698523170937
23,Spleen,T follicular helper cell,CL:0002038,female,unknown,fifth decade human stage,1502,1.5935325072143947
24,Spleen,native cell,CL:0000003,female,unknown,third decade human stage,1,0.0010609404175861484
25,Spleen,hematopoietic stem cell,CL:0000037,female,unknown,third decade human stage,8,0.008487523340689187
26,Spleen,T cell,CL:0000084,female,unknown,third decade human stage,58,0.06153454421999661
27,Spleen,platelet,CL:0000233,female,unknown,third decade human stage,13,0.01379222542861993
28,Spleen,macrophage,CL:0000235,female,unknown,third decade human stage,44,0.04668137837379052
29,Spleen,B cell,CL:0000236,female,unknown,third decade human stage,3370,3.57536920726532
30,Spleen,dendritic cell,CL:0000451,female,unknown,third decade human stage,141,0.1495925988796469
31,Spleen,lymphocyte,CL:0000542,female,unknown,third decade human stage,97,0.10291122050585638
32,Spleen,monocyte,CL:0000576,female,unknown,third decade human stage,492,0.5219826854523849
33,Spleen,natural killer cell,CL:0000623,female,unknown,third decade human stage,1372,1.4556102529281956
34,Spleen,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,third decade human stage,1586,1.682651502291631
35,Spleen,"CD8-positive, alpha-beta T cell",CL:0000625,female,unknown,third decade human stage,1512,1.6041419113902562
36,Spleen,plasmacytoid dendritic cell,CL:0000784,female,unknown,third decade human stage,33,0.03501103378034289
37,Spleen,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,female,unknown,third decade human stage,210,0.22279748769309118
38,Spleen,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CL:0000802,female,unknown,third decade human stage,200,0.21218808351722968
39,Spleen,follicular B cell,CL:0000843,female,unknown,third decade human stage,3372,3.577491088100492
40,Spleen,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,third decade human stage,530,0.5622984213206587
41,Spleen,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,unknown,third decade human stage,1492,1.5829231030385333
42,Spleen,plasmablast,CL:0000980,female,unknown,third decade human stage,64,0.0679001867255135
43,Spleen,IgG plasma cell,CL:0000985,female,unknown,third decade human stage,42,0.04455949753861823
44,Spleen,IgM plasma cell,CL:0000986,female,unknown,third decade human stage,46,0.04880325920896283
45,Spleen,conventional dendritic cell,CL:0000990,female,unknown,third decade human stage,17,0.018035987098964524
46,Spleen,innate lymphoid cell,CL:0001065,female,unknown,third decade human stage,48,0.05092514004413513
47,Spleen,T follicular helper cell,CL:0002038,female,unknown,third decade human stage,573,0.6079188592768631
48,Spleen,native cell,CL:0000003,male,unknown,fifth decade human stage,46,0.04880325920896283
49,Spleen,hematopoietic stem cell,CL:0000037,male,unknown,fifth decade human stage,8,0.008487523340689187
50,Spleen,T cell,CL:0000084,male,unknown,fifth decade human stage,20,0.02121880835172297
51,Spleen,platelet,CL:0000233,male,unknown,fifth decade human stage,13,0.01379222542861993
52,Spleen,macrophage,CL:0000235,male,unknown,fifth decade human stage,21,0.022279748769309115
53,Spleen,B cell,CL:0000236,male,unknown,fifth decade human stage,6731,7.141189950772365
54,Spleen,dendritic cell,CL:0000451,male,unknown,fifth decade human stage,78,0.08275335257171958
55,Spleen,lymphocyte,CL:0000542,male,unknown,fifth decade human stage,323,0.34268375488032593
56,Spleen,monocyte,CL:0000576,male,unknown,fifth decade human stage,241,0.2556866406382618
