,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Survey of human embryonic development,native cell,CL:0000003,female,unknown,16,0.12139605462822459
1,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,5,0.03793626707132018
2,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,56,0.42488619119878607
3,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,3,0.022761760242792112
4,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,26,0.19726858877086492
5,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,14,0.10622154779969652
6,Survey of human embryonic development,hematopoietic cell,CL:0000988,female,unknown,515,3.9074355083459786
7,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,7,0.05311077389984826
8,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,80,0.6069802731411229
9,Survey of human embryonic development,native cell,CL:0000003,female,unknown,16,0.12139605462822459
10,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,106,0.8042488619119879
11,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,384,2.9135053110773903
12,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,55,0.417298937784522
13,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,303,2.298937784522003
14,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,164,1.244309559939302
15,Survey of human embryonic development,hematopoietic cell,CL:0000988,female,unknown,1044,7.921092564491654
16,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,203,1.5402124430955995
17,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,731,5.54628224582701
18,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,2,0.015174506828528073
19,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,134,1.0166919575113809
20,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,2,0.015174506828528073
21,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,41,0.3110773899848255
22,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,45,0.34142640364188165
23,Survey of human embryonic development,hematopoietic cell,CL:0000988,female,unknown,383,2.905918057663126
24,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,76,0.5766312594840668
25,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,107,0.8118361153262519
26,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,3,0.022761760242792112
27,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,13,0.09863429438543246
28,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,12,0.09104704097116845
29,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,5,0.03793626707132018
30,Survey of human embryonic development,hematopoietic cell,CL:0000988,female,unknown,129,0.9787556904400607
31,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,15,0.11380880121396054
32,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,20,0.15174506828528073
33,Survey of human embryonic development,native cell,CL:0000003,male,unknown,1,0.007587253414264037
34,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,6,0.045523520485584223
35,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,10,0.07587253414264036
36,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,11,0.0834597875569044
37,Survey of human embryonic development,erythroblast,CL:0000765,male,unknown,5,0.03793626707132018
38,Survey of human embryonic development,hematopoietic cell,CL:0000988,male,unknown,156,1.1836115326251897
39,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,14,0.10622154779969652
40,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,40,0.30349013657056145
41,Survey of human embryonic development,native cell,CL:0000003,male,unknown,60,0.4552352048558422
42,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,125,0.9484066767830045
43,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,1346,10.212443095599392
44,Survey of human embryonic development,megakaryocyte,CL:0000556,male,unknown,31,0.23520485584218512
45,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,730,5.538694992412747
46,Survey of human embryonic development,erythroblast,CL:0000765,male,unknown,181,1.3732928679817906
47,Survey of human embryonic development,hematopoietic cell,CL:0000988,male,unknown,1593,12.08649468892261
48,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,1291,9.795144157814871
49,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,2035,15.440060698027313
50,Survey of human embryonic development,native cell,CL:0000003,male,unknown,1,0.007587253414264037
51,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,11,0.0834597875569044
52,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,1,0.007587253414264037
53,Survey of human embryonic development,megakaryocyte,CL:0000556,male,unknown,4,0.030349013657056147
54,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,55,0.417298937784522
55,Survey of human embryonic development,erythroblast,CL:0000765,male,unknown,25,0.18968133535660092
56,Survey of human embryonic development,hematopoietic cell,CL:0000988,male,unknown,667,5.060698027314112
57,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,18,0.13657056145675264
58,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,48,0.3641881638846738
