,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,61-year-old human stage,158,0.46465121750382304
1,Tabula Sapiens - All Cells,erythrocyte,CL:0000232,female,African American or Afro-Caribbean,61-year-old human stage,28,0.08234325373485472
2,Tabula Sapiens - All Cells,platelet,CL:0000233,female,African American or Afro-Caribbean,61-year-old human stage,11,0.03234913539583578
3,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,61-year-old human stage,443,1.302787907305023
4,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,female,African American or Afro-Caribbean,61-year-old human stage,43,0.12645571109281262
5,Tabula Sapiens - All Cells,neutrophil,CL:0000775,female,African American or Afro-Caribbean,61-year-old human stage,53,0.15586401599811786
6,Tabula Sapiens - All Cells,plasmacytoid dendritic cell,CL:0000784,female,African American or Afro-Caribbean,61-year-old human stage,6,0.017644982943183157
7,Tabula Sapiens - All Cells,plasma cell,CL:0000786,female,African American or Afro-Caribbean,61-year-old human stage,805,2.367368544877073
8,Tabula Sapiens - All Cells,memory B cell,CL:0000787,female,African American or Afro-Caribbean,61-year-old human stage,2069,6.084578284907658
9,Tabula Sapiens - All Cells,naive B cell,CL:0000788,female,African American or Afro-Caribbean,61-year-old human stage,566,1.6645100576402776
10,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,African American or Afro-Caribbean,61-year-old human stage,619,1.8203740736383953
11,Tabula Sapiens - All Cells,regulatory T cell,CL:0000815,female,African American or Afro-Caribbean,61-year-old human stage,56,0.16468650746970945
12,Tabula Sapiens - All Cells,classical monocyte,CL:0000860,female,African American or Afro-Caribbean,61-year-old human stage,993,2.9202446770968122
13,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,African American or Afro-Caribbean,61-year-old human stage,236,0.6940359957652041
14,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,female,African American or Afro-Caribbean,61-year-old human stage,308,0.9057757910834019
15,Tabula Sapiens - All Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,African American or Afro-Caribbean,61-year-old human stage,378,1.1116339254205387
16,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,African American or Afro-Caribbean,61-year-old human stage,822,2.417362663216092
17,Tabula Sapiens - All Cells,innate lymphoid cell,CL:0001065,female,African American or Afro-Caribbean,61-year-old human stage,27,0.0794024232443242
