,dataset_name,cell_type,sex,race,count,percentage
0,Survey of human embryonic development,hematopoietic stem cell,female,unknown,171,0.15114285209213527
1,Survey of human embryonic development,mesothelial cell,female,unknown,94,0.0830843748342732
2,Survey of human embryonic development,megakaryocyte,female,unknown,475,0.4198412558114869
3,Survey of human embryonic development,hepatic stellate cell,female,unknown,934,0.8255404903745868
4,Survey of human embryonic development,myeloid cell,female,unknown,880,0.7778111686612809
5,Survey of human embryonic development,erythroblast,female,unknown,11852,10.475702239742615
6,Survey of human embryonic development,innate lymphoid cell,female,unknown,210,0.1856140288850784
7,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,1644,1.4530926832717566
8,Survey of human embryonic development,hepatoblast,female,unknown,20088,17.755307677349784
9,Survey of human embryonic development,hematopoietic stem cell,female,unknown,68,0.06010359030564444
10,Survey of human embryonic development,mesothelial cell,female,unknown,19,0.016793650232459476
11,Survey of human embryonic development,megakaryocyte,female,unknown,143,0.12639431490745814
12,Survey of human embryonic development,hepatic stellate cell,female,unknown,41,0.03623892944899149
13,Survey of human embryonic development,myeloid cell,female,unknown,108,0.09545864342661176
14,Survey of human embryonic development,erythroblast,female,unknown,4148,3.6663190086443107
15,Survey of human embryonic development,innate lymphoid cell,female,unknown,80,0.07071010624193463
16,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,255,0.22538846364616663
17,Survey of human embryonic development,hepatoblast,female,unknown,5315,4.697802683448532
18,Survey of human embryonic development,hematopoietic stem cell,female,unknown,348,0.30758896215241566
19,Survey of human embryonic development,mesothelial cell,female,unknown,101,0.08927150913044248
20,Survey of human embryonic development,megakaryocyte,female,unknown,451,0.3986282239389065
21,Survey of human embryonic development,hepatic stellate cell,female,unknown,372,0.328801994024996
22,Survey of human embryonic development,myeloid cell,female,unknown,720,0.6363909561774117
23,Survey of human embryonic development,erythroblast,female,unknown,9012,7.965493468153936
24,Survey of human embryonic development,innate lymphoid cell,female,unknown,379,0.33498912832116534
25,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,1009,0.8918312149764005
26,Survey of human embryonic development,hepatoblast,female,unknown,11213,9.910905266135163
27,Survey of human embryonic development,hematopoietic stem cell,female,unknown,21,0.01856140288850784
28,Survey of human embryonic development,mesothelial cell,female,unknown,2,0.0017677526560483658
29,Survey of human embryonic development,megakaryocyte,female,unknown,49,0.04330994007318496
30,Survey of human embryonic development,hepatic stellate cell,female,unknown,6,0.005303257968145097
31,Survey of human embryonic development,myeloid cell,female,unknown,55,0.048613198041330054
32,Survey of human embryonic development,erythroblast,female,unknown,1201,1.0615354699570436
33,Survey of human embryonic development,innate lymphoid cell,female,unknown,6,0.005303257968145097
34,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,35,0.0309356714808464
35,Survey of human embryonic development,hepatoblast,female,unknown,1449,1.2807367993070409
36,Survey of human embryonic development,hematopoietic stem cell,male,unknown,36,0.031819547808870585
37,Survey of human embryonic development,mesothelial cell,male,unknown,2,0.0017677526560483658
38,Survey of human embryonic development,megakaryocyte,male,unknown,43,0.038006682105039866
39,Survey of human embryonic development,hepatic stellate cell,male,unknown,22,0.019445279216532024
40,Survey of human embryonic development,myeloid cell,male,unknown,65,0.05745196132157189
41,Survey of human embryonic development,erythroblast,male,unknown,1043,0.9218830101292227
42,Survey of human embryonic development,innate lymphoid cell,male,unknown,12,0.010606515936290193
43,Survey of human embryonic development,endothelial cell of vascular tree,male,unknown,153,0.13523307818769997
44,Survey of human embryonic development,hepatoblast,male,unknown,5266,4.654492743375347
45,Survey of human embryonic development,hematopoietic stem cell,male,unknown,29,0.025632413512701305
46,Survey of human embryonic development,mesothelial cell,male,unknown,6,0.005303257968145097
47,Survey of human embryonic development,megakaryocyte,male,unknown,95,0.08396825116229738
48,Survey of human embryonic development,hepatic stellate cell,male,unknown,9,0.007954886952217646
49,Survey of human embryonic development,myeloid cell,male,unknown,87,0.07689724053810391
50,Survey of human embryonic development,erythroblast,male,unknown,837,0.739804486556241
51,Survey of human embryonic development,innate lymphoid cell,male,unknown,7,0.00618713429616928
52,Survey of human embryonic development,endothelial cell of vascular tree,male,unknown,39,0.03447117679294313
53,Survey of human embryonic development,hepatoblast,male,unknown,2690,2.377627322385052
54,Survey of human embryonic development,hematopoietic stem cell,male,unknown,7,0.00618713429616928
55,Survey of human embryonic development,mesothelial cell,male,unknown,2,0.0017677526560483658
56,Survey of human embryonic development,megakaryocyte,male,unknown,6,0.005303257968145097
57,Survey of human embryonic development,hepatic stellate cell,male,unknown,7,0.00618713429616928
58,Survey of human embryonic development,myeloid cell,male,unknown,21,0.01856140288850784
59,Survey of human embryonic development,erythroblast,male,unknown,193,0.1705881313086673
60,Survey of human embryonic development,innate lymphoid cell,male,unknown,12,0.010606515936290193
61,Survey of human embryonic development,endothelial cell of vascular tree,male,unknown,68,0.06010359030564444
62,Survey of human embryonic development,hepatoblast,male,unknown,272,0.24041436122257775
63,Survey of human embryonic development,hematopoietic stem cell,male,unknown,416,0.36769255245806004
64,Survey of human embryonic development,mesothelial cell,male,unknown,20,0.01767752656048366
65,Survey of human embryonic development,megakaryocyte,male,unknown,399,0.35266665488164894
66,Survey of human embryonic development,hepatic stellate cell,male,unknown,352,0.3111244674645124
67,Survey of human embryonic development,myeloid cell,male,unknown,830,0.7336173522600717
68,Survey of human embryonic development,erythroblast,male,unknown,13359,11.807703866075059
69,Survey of human embryonic development,innate lymphoid cell,male,unknown,248,0.21920132934999734
70,Survey of human embryonic development,endothelial cell of vascular tree,male,unknown,1377,1.2170977036892998
71,Survey of human embryonic development,hepatoblast,male,unknown,12154,10.742632890805918
