,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Esophagus Epithelium,epithelial cell,CL:0000066,female,unknown,fifth decade human stage,6504,7.3953631164223905
1,Esophagus Epithelium,blood vessel endothelial cell,CL:0000071,female,unknown,fifth decade human stage,307,0.34907387403777274
2,Esophagus Epithelium,stratified epithelial cell,CL:0000079,female,unknown,fifth decade human stage,15093,17.161472250332586
3,Esophagus Epithelium,mast cell,CL:0000097,female,unknown,fifth decade human stage,5,0.005685242248172195
4,Esophagus Epithelium,phagocyte,CL:0000234,female,unknown,fifth decade human stage,74,0.08414158527294847
5,Esophagus Epithelium,B cell,CL:0000236,female,unknown,fifth decade human stage,24,0.027289162791226534
6,Esophagus Epithelium,mucus secreting cell,CL:0000319,female,unknown,fifth decade human stage,48,0.05457832558245307
7,Esophagus Epithelium,dendritic cell,CL:0000451,female,unknown,fifth decade human stage,125,0.14213105620430486
8,Esophagus Epithelium,stromal cell,CL:0000499,female,unknown,fifth decade human stage,108,0.12280123256051939
9,Esophagus Epithelium,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,fifth decade human stage,123,0.13985695930503597
10,Esophagus Epithelium,"CD8-positive, alpha-beta T cell",CL:0000625,female,unknown,fifth decade human stage,154,0.1751054612437036
11,Esophagus Epithelium,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,unknown,fifth decade human stage,11,0.012507532945978827
12,Esophagus Epithelium,immature B cell,CL:0000816,female,unknown,fifth decade human stage,2,0.002274096899268878
13,Esophagus Epithelium,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,fifth decade human stage,28,0.03183735658976429
14,Esophagus Epithelium,epithelial cell of stratum germinativum of esophagus,CL:1000447,female,unknown,fifth decade human stage,561,0.6378841802449202
15,Esophagus Epithelium,epithelial cell,CL:0000066,female,unknown,fourth decade human stage,3274,3.7226966241031527
16,Esophagus Epithelium,blood vessel endothelial cell,CL:0000071,female,unknown,fourth decade human stage,117,0.13303466860722937
17,Esophagus Epithelium,stratified epithelial cell,CL:0000079,female,unknown,fourth decade human stage,7237,8.228819630004434
18,Esophagus Epithelium,mast cell,CL:0000097,female,unknown,fourth decade human stage,87,0.0989232151181962
19,Esophagus Epithelium,phagocyte,CL:0000234,female,unknown,fourth decade human stage,80,0.09096387597075511
20,Esophagus Epithelium,B cell,CL:0000236,female,unknown,fourth decade human stage,388,0.4411747984581623
21,Esophagus Epithelium,dendritic cell,CL:0000451,female,unknown,fourth decade human stage,56,0.06367471317952858
22,Esophagus Epithelium,stromal cell,CL:0000499,female,unknown,fourth decade human stage,8,0.009096387597075511
23,Esophagus Epithelium,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,fourth decade human stage,173,0.19670938178675793
