,cell_type,sex,race,count,percentage
0,mast cell,female,unknown,1,0.003691807878318012
1,macrophage,female,unknown,45,0.16613135452431058
2,CD4-positive helper T cell,female,unknown,1254,4.629527079410788
3,lymphocyte,female,unknown,48,0.17720677815926458
4,animal cell,female,unknown,33,0.12182965998449441
5,alveolar macrophage,female,unknown,8,0.029534463026544097
6,plasmacytoid dendritic cell,female,unknown,2,0.007383615756636024
7,plasma cell,female,unknown,1,0.003691807878318012
8,memory B cell,female,unknown,1,0.003691807878318012
9,alpha-beta T cell,female,unknown,481,1.7757595894709641
10,gamma-delta T cell,female,unknown,894,3.300476243216303
11,germinal center B cell,female,unknown,3,0.011075423634954036
12,classical monocyte,female,unknown,3,0.011075423634954036
13,non-classical monocyte,female,unknown,1,0.003691807878318012
14,"naive thymus-derived CD4-positive, alpha-beta T cell",female,unknown,4,0.014767231513272049
15,"naive thymus-derived CD8-positive, alpha-beta T cell",female,unknown,1,0.003691807878318012
16,"effector memory CD4-positive, alpha-beta T cell",female,unknown,42,0.1550559308893565
17,"CD8-positive, alpha-beta memory T cell",female,unknown,5076,18.739616790342232
18,"CD16-negative, CD56-bright natural killer cell, human",female,unknown,25,0.0922951969579503
19,"CD16-positive, CD56-dim natural killer cell, human",female,unknown,10,0.036918078783180125
20,mucosal invariant T cell,female,unknown,49,0.1808985860375826
21,conventional dendritic cell,female,unknown,37,0.13659689149776646
22,"dendritic cell, human",female,unknown,5,0.018459039391590062
23,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",female,unknown,220,0.8121977332299628
24,group 3 innate lymphoid cell,female,unknown,14,0.051685310296452174
25,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",female,unknown,21,0.07752796544467826
26,T follicular helper cell,female,unknown,5,0.018459039391590062
27,mast cell,female,unknown,44,0.16243954664599256
28,macrophage,female,unknown,8,0.029534463026544097
29,CD4-positive helper T cell,female,unknown,1329,4.906412670284639
30,lymphocyte,female,unknown,36,0.13290508361944844
31,animal cell,female,unknown,53,0.19566581755085466
32,megakaryocyte,female,unknown,3,0.011075423634954036
33,plasma cell,female,unknown,3,0.011075423634954036
34,alpha-beta T cell,female,unknown,184,0.6792926496105143
35,gamma-delta T cell,female,unknown,2055,7.586665189943516
36,regulatory T cell,female,unknown,5,0.018459039391590062
37,classical monocyte,female,unknown,6,0.022150847269908073
38,non-classical monocyte,female,unknown,1,0.003691807878318012
39,"naive thymus-derived CD4-positive, alpha-beta T cell",female,unknown,45,0.16613135452431058
40,"naive thymus-derived CD8-positive, alpha-beta T cell",female,unknown,2,0.007383615756636024
41,"effector memory CD4-positive, alpha-beta T cell",female,unknown,17,0.0627607339314062
42,"CD8-positive, alpha-beta memory T cell",female,unknown,5322,19.64780152840846
43,"CD16-negative, CD56-bright natural killer cell, human",female,unknown,40,0.1476723151327205
44,"CD16-positive, CD56-dim natural killer cell, human",female,unknown,16,0.059068926053088194
45,mucosal invariant T cell,female,unknown,1,0.003691807878318012
46,conventional dendritic cell,female,unknown,2,0.007383615756636024
47,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",female,unknown,20,0.07383615756636025
48,group 3 innate lymphoid cell,female,unknown,4,0.014767231513272049
49,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",female,unknown,16,0.059068926053088194
50,T follicular helper cell,female,unknown,4,0.014767231513272049
51,progenitor cell,female,unknown,1,0.003691807878318012
52,macrophage,female,unknown,5,0.018459039391590062
53,CD4-positive helper T cell,female,unknown,3,0.011075423634954036
54,lymphocyte,female,unknown,13,0.04799350241813416
55,animal cell,female,unknown,6,0.022150847269908073
56,alveolar macrophage,female,unknown,1,0.003691807878318012
57,plasma cell,female,unknown,1,0.003691807878318012
58,memory B cell,female,unknown,10,0.036918078783180125
59,naive B cell,female,unknown,58,0.2141248569424447
60,gamma-delta T cell,female,unknown,2,0.007383615756636024
61,regulatory T cell,female,unknown,32,0.11813785210617639
62,"naive thymus-derived CD4-positive, alpha-beta T cell",female,unknown,257,0.9487946247277291
63,"naive thymus-derived CD8-positive, alpha-beta T cell",female,unknown,7,0.025842655148226087
64,"effector memory CD4-positive, alpha-beta T cell",female,unknown,24,0.08860338907963229
65,"CD16-negative, CD56-bright natural killer cell, human",female,unknown,26,0.09598700483626832
66,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",female,unknown,10,0.036918078783180125
67,group 3 innate lymphoid cell,female,unknown,1,0.003691807878318012
68,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",female,unknown,6,0.022150847269908073
69,T follicular helper cell,female,unknown,6,0.022150847269908073
70,mast cell,male,unknown,14,0.051685310296452174
71,macrophage,male,unknown,10,0.036918078783180125
72,CD4-positive helper T cell,male,unknown,747,2.757780485103555
73,lymphocyte,male,unknown,5,0.018459039391590062
74,animal cell,male,unknown,10,0.036918078783180125
75,alveolar macrophage,male,unknown,13,0.04799350241813416
76,plasma cell,male,unknown,3,0.011075423634954036
77,memory B cell,male,unknown,34,0.1255214678628124
78,naive B cell,male,unknown,1,0.003691807878318012
79,alpha-beta T cell,male,unknown,320,1.181378521061764
80,gamma-delta T cell,male,unknown,2337,8.627755011629194
81,regulatory T cell,male,unknown,7,0.025842655148226087
82,classical monocyte,male,unknown,17,0.0627607339314062
83,non-classical monocyte,male,unknown,6,0.022150847269908073
84,"naive thymus-derived CD4-positive, alpha-beta T cell",male,unknown,3,0.011075423634954036
85,"naive thymus-derived CD8-positive, alpha-beta T cell",male,unknown,2,0.007383615756636024
86,"effector memory CD4-positive, alpha-beta T cell",male,unknown,3,0.011075423634954036
87,"CD8-positive, alpha-beta memory T cell",male,unknown,5509,20.33816960165393
88,"CD16-negative, CD56-bright natural killer cell, human",male,unknown,8,0.029534463026544097
89,"CD16-positive, CD56-dim natural killer cell, human",male,unknown,1,0.003691807878318012
90,mucosal invariant T cell,male,unknown,4,0.014767231513272049
91,conventional dendritic cell,male,unknown,4,0.014767231513272049
92,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",male,unknown,27,0.09967881271458633
93,group 3 innate lymphoid cell,male,unknown,9,0.03322627090486211
94,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",male,unknown,17,0.0627607339314062
95,T follicular helper cell,male,unknown,7,0.025842655148226087
