cell_type,count,percentage
LeftHalf_Cluster_0,26106,30.315980
LeftHalf_Cluster_1,17100,19.857629
LeftHalf_Cluster_2,15285,17.749933
LeftHalf_Cluster_3,12352,14.343943
LeftHalf_Cluster_4,7897,9.170509
LeftHalf_Cluster_5,3768,4.375646
LeftHalf_Cluster_6,1055,1.225134
LeftHalf_Cluster_7,960,1.114814
LeftHalf_Cluster_8,836,0.970817
LeftHalf_Cluster_9,754,0.875594
