"","cell_type","count","percentage"
"1","B",21759,7.31082865465835
"2","CD4 T",94399,31.7172165159747
"3","CD8 T",58724,19.7307367947128
"4","DC",6629,2.22728448695851
"5","HSPC",60895,20.4601733041693
"6","Mono",28554,9.59388765132196
"7","NK",16553,5.56165939246103
"8","other",4784,1.60738105077832
"9","other T",5330,1.79083214896498
