,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Survey of human embryonic development,professional antigen presenting cell,CL:0000145,female,unknown,15th week post-fertilization human stage,8,0.09112655199908873
1,Survey of human embryonic development,thymocyte,CL:0000893,female,unknown,15th week post-fertilization human stage,18,0.20503474199794966
2,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,15th week post-fertilization human stage,2,0.022781637999772182
3,Survey of human embryonic development,professional antigen presenting cell,CL:0000145,female,unknown,16th week post-fertilization human stage,277,3.1552568629684474
4,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,16th week post-fertilization human stage,90,1.0251737099897482
5,Survey of human embryonic development,thymocyte,CL:0000893,female,unknown,16th week post-fertilization human stage,5649,64.34673653035652
6,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,16th week post-fertilization human stage,74,0.8429206059915708
7,Survey of human embryonic development,epithelial cell of thymus,CL:0002293,female,unknown,16th week post-fertilization human stage,220,2.5059801799749404
8,Survey of human embryonic development,thymocyte,CL:0000893,male,unknown,15th week post-fertilization human stage,3,0.03417245699965828
9,Survey of human embryonic development,professional antigen presenting cell,CL:0000145,male,unknown,16th week post-fertilization human stage,180,2.0503474199794964
10,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,16th week post-fertilization human stage,22,0.250598017997494
11,Survey of human embryonic development,thymocyte,CL:0000893,male,unknown,16th week post-fertilization human stage,2182,24.854767057751452
12,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,16th week post-fertilization human stage,15,0.17086228499829137
13,Survey of human embryonic development,epithelial cell of thymus,CL:0002293,male,unknown,16th week post-fertilization human stage,39,0.4442419409955576
