,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Tabula Sapiens - All Cells,mast cell,CL:0000097,female,African American or Afro-Caribbean,24,0.03571109722346219
1,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,15,0.02231943576466387
2,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,62,0.09225366782727733
3,Tabula Sapiens - All Cells,plasma cell,CL:0000786,female,African American or Afro-Caribbean,261,0.38835818230515134
4,Tabula Sapiens - All Cells,memory B cell,CL:0000787,female,African American or Afro-Caribbean,3319,4.938547153527958
5,Tabula Sapiens - All Cells,naive B cell,CL:0000788,female,African American or Afro-Caribbean,1335,1.9864297830550843
6,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,African American or Afro-Caribbean,246,0.36603874654048746
7,Tabula Sapiens - All Cells,regulatory T cell,CL:0000815,female,African American or Afro-Caribbean,8,0.011903699074487397
8,Tabula Sapiens - All Cells,classical monocyte,CL:0000860,female,African American or Afro-Caribbean,85,0.12647680266642858
9,Tabula Sapiens - All Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,African American or Afro-Caribbean,1499,2.230455614082076
10,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,female,African American or Afro-Caribbean,1434,2.133738059101866
11,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,African American or Afro-Caribbean,864,1.2855995000446387
12,Tabula Sapiens - All Cells,innate lymphoid cell,CL:0001065,female,African American or Afro-Caribbean,368,0.5475701574264202
13,Tabula Sapiens - All Cells,intermediate monocyte,CL:0002393,female,African American or Afro-Caribbean,172,0.25592953010147906
14,Tabula Sapiens - All Cells,CD141-positive myeloid dendritic cell,CL:0002394,female,African American or Afro-Caribbean,53,0.07886200636847901
15,Tabula Sapiens - All Cells,CD1c-positive myeloid dendritic cell,CL:0002399,female,African American or Afro-Caribbean,22,0.03273517245484034
16,Tabula Sapiens - All Cells,hematopoietic stem cell,CL:0000037,female,European,30,0.04463887152932774
17,Tabula Sapiens - All Cells,T cell,CL:0000084,female,European,620,0.9225366782727732
18,Tabula Sapiens - All Cells,mast cell,CL:0000097,female,European,104,0.15474808796833617
19,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,European,6,0.008927774305865548
20,Tabula Sapiens - All Cells,erythrocyte,CL:0000232,female,European,3,0.004463887152932774
21,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,European,114,0.16962771181144543
22,Tabula Sapiens - All Cells,B cell,CL:0000236,female,European,7401,11.012409606285154
23,Tabula Sapiens - All Cells,stromal cell,CL:0000499,female,European,5,0.007439811921554624
24,Tabula Sapiens - All Cells,neutrophil,CL:0000775,female,European,24,0.03571109722346219
25,Tabula Sapiens - All Cells,plasmacytoid dendritic cell,CL:0000784,female,European,6,0.008927774305865548
26,Tabula Sapiens - All Cells,plasma cell,CL:0000786,female,European,334,0.49697943635984887
27,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,European,181,0.2693211915602774
28,Tabula Sapiens - All Cells,regulatory T cell,CL:0000815,female,European,189,0.28122489063476475
29,Tabula Sapiens - All Cells,mature conventional dendritic cell,CL:0000841,female,European,2,0.0029759247686218493
30,Tabula Sapiens - All Cells,classical monocyte,CL:0000860,female,European,105,0.15623605035264707
31,Tabula Sapiens - All Cells,non-classical monocyte,CL:0000875,female,European,13,0.01934351099604202
32,Tabula Sapiens - All Cells,type I NK T cell,CL:0000921,female,European,728,1.083236615778353
33,Tabula Sapiens - All Cells,"effector CD4-positive, alpha-beta T cell",CL:0001044,female,European,1566,2.330149093830908
34,Tabula Sapiens - All Cells,"effector CD8-positive, alpha-beta T cell",CL:0001050,female,European,790,1.1754902836056305
