,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Global,mast cell,CL:0000097,female,unknown,eighth decade human stage,1,0.002823343403258138
1,Global,macrophage,CL:0000235,female,unknown,eighth decade human stage,20,0.05646686806516277
2,Global,CD4-positive helper T cell,CL:0000492,female,unknown,eighth decade human stage,2,0.005646686806516276
3,Global,animal cell,CL:0000548,female,unknown,eighth decade human stage,3,0.008470030209774415
4,Global,alveolar macrophage,CL:0000583,female,unknown,eighth decade human stage,72,0.20328072503458597
5,Global,memory B cell,CL:0000787,female,unknown,eighth decade human stage,21,0.0592902114684209
6,Global,alpha-beta T cell,CL:0000789,female,unknown,eighth decade human stage,1,0.002823343403258138
7,Global,gamma-delta T cell,CL:0000798,female,unknown,eighth decade human stage,7,0.019763403822806967
8,Global,regulatory T cell,CL:0000815,female,unknown,eighth decade human stage,1,0.002823343403258138
9,Global,classical monocyte,CL:0000860,female,unknown,eighth decade human stage,7,0.019763403822806967
10,Global,non-classical monocyte,CL:0000875,female,unknown,eighth decade human stage,11,0.03105677743583952
11,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,eighth decade human stage,1,0.002823343403258138
12,Global,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,unknown,eighth decade human stage,7,0.019763403822806967
13,Global,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,female,unknown,eighth decade human stage,2,0.005646686806516276
14,Global,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,female,unknown,eighth decade human stage,8,0.022586747226065105
15,Global,mucosal invariant T cell,CL:0000940,female,unknown,eighth decade human stage,6,0.01694006041954883
16,Global,conventional dendritic cell,CL:0000990,female,unknown,eighth decade human stage,7,0.019763403822806967
17,Global,"dendritic cell, human",CL:0001056,female,unknown,eighth decade human stage,1,0.002823343403258138
18,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,female,unknown,eighth decade human stage,7,0.019763403822806967
19,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,female,unknown,eighth decade human stage,10,0.028233434032581384
20,Global,T follicular helper cell,CL:0002038,female,unknown,eighth decade human stage,2,0.005646686806516276
21,Global,mast cell,CL:0000097,female,unknown,seventh decade human stage,649,1.8323498687145316
22,Global,macrophage,CL:0000235,female,unknown,seventh decade human stage,1891,5.33894237556114
23,Global,CD4-positive helper T cell,CL:0000492,female,unknown,seventh decade human stage,1283,3.6223495863801913
24,Global,lymphocyte,CL:0000542,female,unknown,seventh decade human stage,195,0.550551963635337
25,Global,animal cell,CL:0000548,female,unknown,seventh decade human stage,301,0.8498263643806996
26,Global,alveolar macrophage,CL:0000583,female,unknown,seventh decade human stage,969,2.735819757757136
