,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,European,59-year-old human stage,173,0.4848382938176111
1,Tabula Sapiens - All Cells,mesothelial cell,CL:0000077,female,European,59-year-old human stage,10,0.028025334902752087
2,Tabula Sapiens - All Cells,club cell,CL:0000158,female,European,59-year-old human stage,55,0.15413934196513648
3,Tabula Sapiens - All Cells,myofibroblast cell,CL:0000186,female,European,59-year-old human stage,2,0.0056050669805504175
4,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,European,59-year-old human stage,8571,24.020514545148814
5,Tabula Sapiens - All Cells,B cell,CL:0000236,female,European,59-year-old human stage,65,0.18216467686788856
6,Tabula Sapiens - All Cells,vascular associated smooth muscle cell,CL:0000359,female,European,59-year-old human stage,43,0.12050894008183398
7,Tabula Sapiens - All Cells,dendritic cell,CL:0000451,female,European,59-year-old human stage,278,0.7791043102965081
8,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,female,European,59-year-old human stage,160,0.4484053584440334
9,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,female,European,59-year-old human stage,159,0.44560282495375825
10,Tabula Sapiens - All Cells,basal cell,CL:0000646,female,European,59-year-old human stage,52,0.14573174149431087
11,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,European,59-year-old human stage,21,0.05885320329577939
12,Tabula Sapiens - All Cells,basophil,CL:0000767,female,European,59-year-old human stage,494,1.384451544195953
13,Tabula Sapiens - All Cells,neutrophil,CL:0000775,female,European,59-year-old human stage,2,0.0056050669805504175
14,Tabula Sapiens - All Cells,plasmacytoid dendritic cell,CL:0000784,female,European,59-year-old human stage,18,0.050445602824953764
15,Tabula Sapiens - All Cells,plasma cell,CL:0000786,female,European,59-year-old human stage,35,0.09808867215963231
16,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,European,59-year-old human stage,12,0.033630401883302505
17,Tabula Sapiens - All Cells,classical monocyte,CL:0000860,female,European,59-year-old human stage,381,1.0677652597948546
18,Tabula Sapiens - All Cells,non-classical monocyte,CL:0000875,female,European,59-year-old human stage,157,0.4399977579732078
19,Tabula Sapiens - All Cells,type I pneumocyte,CL:0002062,female,European,59-year-old human stage,147,0.4119724230704557
20,Tabula Sapiens - All Cells,type II pneumocyte,CL:0002063,female,European,59-year-old human stage,1190,3.335014853427498
21,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,European,59-year-old human stage,29,0.08127347121798105
22,Tabula Sapiens - All Cells,capillary endothelial cell,CL:0002144,female,European,59-year-old human stage,224,0.6277675018216468
23,Tabula Sapiens - All Cells,respiratory goblet cell,CL:0002370,female,European,59-year-old human stage,275,0.7706967098256824
24,Tabula Sapiens - All Cells,adventitial cell,CL:0002503,female,European,59-year-old human stage,77,0.21579507875119108
25,Tabula Sapiens - All Cells,vein endothelial cell,CL:0002543,female,European,59-year-old human stage,136,0.3811445546774284
26,Tabula Sapiens - All Cells,bronchial smooth muscle cell,CL:0002598,female,European,59-year-old human stage,33,0.09248360517908188
27,Tabula Sapiens - All Cells,lung ciliated cell,CL:1000271,female,European,59-year-old human stage,287,0.804327111708985
28,Tabula Sapiens - All Cells,serous cell of epithelium of bronchus,CL:1000331,female,European,59-year-old human stage,6,0.016815200941651252
