,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Lung Parenchyma,fibroblast,CL:0000057,female,unknown,eighth decade human stage,420,0.7365965730721339
1,Lung Parenchyma,blood vessel endothelial cell,CL:0000071,female,unknown,eighth decade human stage,854,1.497746365246672
2,Lung Parenchyma,T cell,CL:0000084,female,unknown,eighth decade human stage,9,0.015784212280117154
3,Lung Parenchyma,mast cell,CL:0000097,female,unknown,eighth decade human stage,49,0.08593626685841561
4,Lung Parenchyma,muscle cell,CL:0000187,female,unknown,eighth decade human stage,127,0.2227327732860976
5,Lung Parenchyma,B cell,CL:0000236,female,unknown,eighth decade human stage,222,0.38934390290955645
6,Lung Parenchyma,pneumocyte,CL:0000322,female,unknown,eighth decade human stage,1917,3.3620372156649534
7,Lung Parenchyma,dendritic cell,CL:0000451,female,unknown,eighth decade human stage,139,0.24377838965958715
8,Lung Parenchyma,monocyte,CL:0000576,female,unknown,eighth decade human stage,437,0.7664111962679107
9,Lung Parenchyma,natural killer cell,CL:0000623,female,unknown,eighth decade human stage,1773,3.1094898191830795
10,Lung Parenchyma,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,eighth decade human stage,525,0.9207457163401673
11,Lung Parenchyma,plasmacytoid dendritic cell,CL:0000784,female,unknown,eighth decade human stage,6,0.010522808186744769
12,Lung Parenchyma,plasma cell,CL:0000786,female,unknown,eighth decade human stage,35,0.06138304775601116
13,Lung Parenchyma,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,unknown,eighth decade human stage,327,0.5734930461775899
14,Lung Parenchyma,regulatory T cell,CL:0000815,female,unknown,eighth decade human stage,11,0.019291815009032078
15,Lung Parenchyma,mononuclear cell,CL:0000842,female,unknown,eighth decade human stage,57,0.09996667777407531
16,Lung Parenchyma,conventional dendritic cell,CL:0000990,female,unknown,eighth decade human stage,9,0.015784212280117154
17,Lung Parenchyma,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,eighth decade human stage,109,0.19116434872586333
18,Lung Parenchyma,lung ciliated cell,CL:1000271,female,unknown,eighth decade human stage,274,0.48054157386134444
19,Lung Parenchyma,lung macrophage,CL:1001603,female,unknown,eighth decade human stage,683,1.1978463319244463
20,Lung Parenchyma,fibroblast,CL:0000057,female,unknown,fifth decade human stage,326,0.5717392448131324
21,Lung Parenchyma,blood vessel endothelial cell,CL:0000071,female,unknown,fifth decade human stage,160,0.2806082183131939
22,Lung Parenchyma,T cell,CL:0000084,female,unknown,fifth decade human stage,35,0.06138304775601116
23,Lung Parenchyma,mast cell,CL:0000097,female,unknown,fifth decade human stage,46,0.08067486276504324
24,Lung Parenchyma,muscle cell,CL:0000187,female,unknown,fifth decade human stage,66,0.11575089005419247
25,Lung Parenchyma,B cell,CL:0000236,female,unknown,fifth decade human stage,616,1.0803416405057962
26,Lung Parenchyma,pneumocyte,CL:0000322,female,unknown,fifth decade human stage,1577,2.7657447517494167
27,Lung Parenchyma,dendritic cell,CL:0000451,female,unknown,fifth decade human stage,560,0.9821287640961786
28,Lung Parenchyma,monocyte,CL:0000576,female,unknown,fifth decade human stage,1954,3.42692786614988
29,Lung Parenchyma,natural killer cell,CL:0000623,female,unknown,fifth decade human stage,3869,6.785457479085919
30,Lung Parenchyma,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,fifth decade human stage,1996,3.500587523457093
31,Lung Parenchyma,plasmacytoid dendritic cell,CL:0000784,female,unknown,fifth decade human stage,11,0.019291815009032078
32,Lung Parenchyma,plasma cell,CL:0000786,female,unknown,fifth decade human stage,79,0.13855030779213945
33,Lung Parenchyma,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,unknown,fifth decade human stage,871,1.527560988442449
34,Lung Parenchyma,regulatory T cell,CL:0000815,female,unknown,fifth decade human stage,40,0.07015205457829847
35,Lung Parenchyma,mononuclear cell,CL:0000842,female,unknown,fifth decade human stage,114,0.19993335554815062
36,Lung Parenchyma,conventional dendritic cell,CL:0000990,female,unknown,fifth decade human stage,17,0.029814623195776848
37,Lung Parenchyma,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,fifth decade human stage,17,0.029814623195776848
38,Lung Parenchyma,lung ciliated cell,CL:1000271,female,unknown,fifth decade human stage,67,0.11750469141864991
39,Lung Parenchyma,lung macrophage,CL:1001603,female,unknown,fifth decade human stage,1142,2.0028411582104213
40,Lung Parenchyma,fibroblast,CL:0000057,female,unknown,seventh decade human stage,819,1.4363633174906612
41,Lung Parenchyma,blood vessel endothelial cell,CL:0000071,female,unknown,seventh decade human stage,437,0.7664111962679107
42,Lung Parenchyma,T cell,CL:0000084,female,unknown,seventh decade human stage,5,0.008769006822287309
43,Lung Parenchyma,mast cell,CL:0000097,female,unknown,seventh decade human stage,2168,3.8022413581437764
44,Lung Parenchyma,muscle cell,CL:0000187,female,unknown,seventh decade human stage,272,0.47703397113242957
45,Lung Parenchyma,B cell,CL:0000236,female,unknown,seventh decade human stage,212,0.3718058892649818
46,Lung Parenchyma,pneumocyte,CL:0000322,female,unknown,seventh decade human stage,1284,2.2518809519633805
47,Lung Parenchyma,dendritic cell,CL:0000451,female,unknown,seventh decade human stage,239,0.4191585261053333
48,Lung Parenchyma,monocyte,CL:0000576,female,unknown,seventh decade human stage,773,1.3556884547256178
49,Lung Parenchyma,natural killer cell,CL:0000623,female,unknown,seventh decade human stage,3737,6.553955698977535
50,Lung Parenchyma,"CD4-positive, alpha-beta T cell",CL:0000624,female,unknown,seventh decade human stage,1756,3.0796751959873028
51,Lung Parenchyma,plasmacytoid dendritic cell,CL:0000784,female,unknown,seventh decade human stage,7,0.012276609551202232
52,Lung Parenchyma,plasma cell,CL:0000786,female,unknown,seventh decade human stage,31,0.05436784229818131
53,Lung Parenchyma,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,unknown,seventh decade human stage,2293,4.02146652870096
54,Lung Parenchyma,regulatory T cell,CL:0000815,female,unknown,seventh decade human stage,45,0.07892106140058577
55,Lung Parenchyma,mononuclear cell,CL:0000842,female,unknown,seventh decade human stage,18,0.03156842456023431
56,Lung Parenchyma,conventional dendritic cell,CL:0000990,female,unknown,seventh decade human stage,58,0.10172047913853277
57,Lung Parenchyma,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,seventh decade human stage,98,0.17187253371683123
58,Lung Parenchyma,lung ciliated cell,CL:1000271,female,unknown,seventh decade human stage,25,0.04384503411143654
59,Lung Parenchyma,lung macrophage,CL:1001603,female,unknown,seventh decade human stage,561,0.9838825654606359
60,Lung Parenchyma,fibroblast,CL:0000057,male,unknown,seventh decade human stage,1516,2.6587628685175115
61,Lung Parenchyma,blood vessel endothelial cell,CL:0000071,male,unknown,seventh decade human stage,845,1.481962152966555
62,Lung Parenchyma,T cell,CL:0000084,male,unknown,seventh decade human stage,33,0.05787544502709623
63,Lung Parenchyma,mast cell,CL:0000097,male,unknown,seventh decade human stage,551,0.9663445518160613
64,Lung Parenchyma,muscle cell,CL:0000187,male,unknown,seventh decade human stage,251,0.4402041424788229
65,Lung Parenchyma,B cell,CL:0000236,male,unknown,seventh decade human stage,136,0.23851698556621478
66,Lung Parenchyma,pneumocyte,CL:0000322,male,unknown,seventh decade human stage,350,0.6138304775601116
67,Lung Parenchyma,dendritic cell,CL:0000451,male,unknown,seventh decade human stage,464,0.8137638331082622
68,Lung Parenchyma,monocyte,CL:0000576,male,unknown,seventh decade human stage,1470,2.5780880057524684
69,Lung Parenchyma,natural killer cell,CL:0000623,male,unknown,seventh decade human stage,850,1.4907311597888424
70,Lung Parenchyma,"CD4-positive, alpha-beta T cell",CL:0000624,male,unknown,seventh decade human stage,2278,3.9951595082340976
71,Lung Parenchyma,plasmacytoid dendritic cell,CL:0000784,male,unknown,seventh decade human stage,19,0.03332222592469177
72,Lung Parenchyma,plasma cell,CL:0000786,male,unknown,seventh decade human stage,62,0.10873568459636263
73,Lung Parenchyma,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,unknown,seventh decade human stage,1555,2.7271611217313527
74,Lung Parenchyma,regulatory T cell,CL:0000815,male,unknown,seventh decade human stage,337,0.5910310598221645
75,Lung Parenchyma,mononuclear cell,CL:0000842,male,unknown,seventh decade human stage,52,0.091197670951788
76,Lung Parenchyma,conventional dendritic cell,CL:0000990,male,unknown,seventh decade human stage,69,0.12101229414756484
77,Lung Parenchyma,endothelial cell of lymphatic vessel,CL:0002138,male,unknown,seventh decade human stage,78,0.136796506427682
78,Lung Parenchyma,lung ciliated cell,CL:1000271,male,unknown,seventh decade human stage,81,0.14205791052105438
79,Lung Parenchyma,lung macrophage,CL:1001603,male,unknown,seventh decade human stage,2366,4.1494940283063535
80,Lung Parenchyma,fibroblast,CL:0000057,male,unknown,sixth decade human stage,1542,2.704361703993406
81,Lung Parenchyma,blood vessel endothelial cell,CL:0000071,male,unknown,sixth decade human stage,398,0.6980129430540697
82,Lung Parenchyma,T cell,CL:0000084,male,unknown,sixth decade human stage,6,0.010522808186744769
83,Lung Parenchyma,mast cell,CL:0000097,male,unknown,sixth decade human stage,97,0.1701187323523738
84,Lung Parenchyma,muscle cell,CL:0000187,male,unknown,sixth decade human stage,123,0.2157175678282678
85,Lung Parenchyma,B cell,CL:0000236,male,unknown,sixth decade human stage,365,0.6401374980269735
86,Lung Parenchyma,pneumocyte,CL:0000322,male,unknown,sixth decade human stage,312,0.547186025710728
87,Lung Parenchyma,dendritic cell,CL:0000451,male,unknown,sixth decade human stage,325,0.5699854434486751
88,Lung Parenchyma,monocyte,CL:0000576,male,unknown,sixth decade human stage,1433,2.5131973552675424
89,Lung Parenchyma,natural killer cell,CL:0000623,male,unknown,sixth decade human stage,319,0.5594626352619302
90,Lung Parenchyma,"CD4-positive, alpha-beta T cell",CL:0000624,male,unknown,sixth decade human stage,656,1.1504936950840947
91,Lung Parenchyma,plasmacytoid dendritic cell,CL:0000784,male,unknown,sixth decade human stage,3,0.005261404093372384
92,Lung Parenchyma,plasma cell,CL:0000786,male,unknown,sixth decade human stage,80,0.14030410915659694
93,Lung Parenchyma,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,unknown,sixth decade human stage,709,1.2434451674003402
94,Lung Parenchyma,regulatory T cell,CL:0000815,male,unknown,sixth decade human stage,48,0.08418246549395815
95,Lung Parenchyma,mononuclear cell,CL:0000842,male,unknown,sixth decade human stage,1,0.0017538013644574618
96,Lung Parenchyma,conventional dendritic cell,CL:0000990,male,unknown,sixth decade human stage,10,0.017538013644574618
97,Lung Parenchyma,endothelial cell of lymphatic vessel,CL:0002138,male,unknown,sixth decade human stage,35,0.06138304775601116
98,Lung Parenchyma,lung ciliated cell,CL:1000271,male,unknown,sixth decade human stage,19,0.03332222592469177
99,Lung Parenchyma,lung macrophage,CL:1001603,male,unknown,sixth decade human stage,791,1.387256879285852
