cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,798,4.70880
Endo L2-5 NOSTRIN SRGN,56,0.330442
Exc L2 LINC00507 GLRA3,8612,50.8173
Exc L3-5 RORB LNX2,6281,37.0626
Micro L1-6 TYROBP CD74,196,1.15655
Oligo L2-6 OPALIN FTH1P3,2,0.0118015
VLMC L1-5 PDGFRA COLEC12,1002,5.91255
