cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1508,20.7228
Astro L1-6 FGFR3 PLCG1,114,1.56658
Endo L2-5 NOSTRIN SRGN,339,4.65851
Micro L1-6 TYROBP CD74,5239,71.9940
Oligo L2-6 OPALIN FTH1P3,20,0.274839
VLMC L1-5 PDGFRA COLEC12,57,0.783290
