cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,392,2.60033
Endo L2-5 NOSTRIN SRGN,174,1.15423
Exc L2 LINC00507 GLRA3,2,0.0132670
Micro L1-6 TYROBP CD74,363,2.40796
Oligo L2-6 OPALIN FTH1P3,302,2.00332
OPC L1-6 PDGFRA COL20A1,209,1.38640
VLMC L1-5 PDGFRA COLEC12,13633,90.4345
