cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,122,1.94484
Endo L2-5 NOSTRIN SRGN,190,3.02885
Exc L3-5 RORB RPRM,5771,91.9974
Micro L1-6 TYROBP CD74,14,0.223179
Oligo L2-6 OPALIN FTH1P3,4,0.0637653
VLMC L1-5 PDGFRA COLEC12,172,2.74191
