cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,863,5.03148
Endo L2-5 NOSTRIN SRGN,24,0.139925
Exc L2 LINC00507 GLRA3,13280,77.4254
Exc L3-5 RORB LNX2,1002,5.84188
Exc L3-5 RORB RPRM,1,0.00583022
Micro L1-6 TYROBP CD74,798,4.65252
Oligo L2-6 OPALIN FTH1P3,111,0.647155
OPC L1-6 PDGFRA COL20A1,111,0.647155
VLMC L1-5 PDGFRA COLEC12,962,5.60868
