cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1011,7.46842
Endo L2-5 NOSTRIN SRGN,51,0.376745
Exc L3-5 RORB LNX2,11791,87.1020
Exc L3-5 RORB RPRM,10,0.0738716
Micro L1-6 TYROBP CD74,264,1.95021
Oligo L2-6 OPALIN FTH1P3,58,0.428455
OPC L1-6 PDGFRA COL20A1,61,0.450617
VLMC L1-5 PDGFRA COLEC12,291,2.14966
