cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,917,5.03072
Endo L2-5 NOSTRIN SRGN,317,1.73908
Exc L2 LINC00507 GLRA3,774,4.24621
Exc L3-5 RORB LNX2,2631,14.4338
Inh L1-5 VIP SMOC1,6814,37.3820
Micro L1-6 TYROBP CD74,5340,29.2956
Oligo L2-6 OPALIN FTH1P3,41,0.224929
OPC L1-6 PDGFRA COL20A1,231,1.26728
VLMC L1-5 PDGFRA COLEC12,1163,6.38029
