cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,276,5.44486
Endo L2-5 NOSTRIN SRGN,58,1.14421
Exc L2 LINC00507 GLRA3,4262,84.0797
Micro L1-6 TYROBP CD74,390,7.69383
Oligo L2-6 OPALIN FTH1P3,1,0.0197278
VLMC L1-5 PDGFRA COLEC12,82,1.61768
