cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,64,0.377203
Endo L2-5 NOSTRIN SRGN,14,0.0825131
Exc L3-5 RORB RPRM,16631,98.0197
Micro L1-6 TYROBP CD74,67,0.394884
Oligo L2-6 OPALIN FTH1P3,24,0.141451
OPC L1-6 PDGFRA COL20A1,151,0.889963
VLMC L1-5 PDGFRA COLEC12,16,0.0943007
