cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,764,6.89157
Astro L1-6 FGFR3 PLCG1,37,0.333754
Endo L2-5 NOSTRIN SRGN,17,0.153347
Exc L2 LINC00507 GLRA3,7564,68.2302
Exc L3-5 RORB LNX2,1621,14.6220
Exc L3-5 RORB RPRM,357,3.22028
Exc L5-6 FEZF2 C9orf135-AS1,2,0.0180408
Micro L1-6 TYROBP CD74,105,0.947141
Oligo L2-6 OPALIN FTH1P3,4,0.0360815
VLMC L1-5 PDGFRA COLEC12,615,5.54754
