cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1018,8.38136
Astro L1-6 FGFR3 PLCG1,1,0.00823316
Endo L2-5 NOSTRIN SRGN,161,1.32554
Exc L3 LAMP5 CARM1P1,58,0.477523
Exc L3-5 RORB LNX2,9620,79.2030
Exc L3-5 RORB RPRM,499,4.10835
Inh L1-5 VIP SMOC1,1,0.00823316
Micro L1-6 TYROBP CD74,186,1.53137
Oligo L2-6 OPALIN FTH1P3,32,0.263461
OPC L1-6 PDGFRA COL20A1,318,2.61815
VLMC L1-5 PDGFRA COLEC12,252,2.07476
