cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,197,1.95903
Endo L2-5 NOSTRIN SRGN,1268,12.6094
Exc L2 LINC00507 GLRA3,1102,10.9586
Micro L1-6 TYROBP CD74,7489,74.4730
