cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,565,3.56242
Endo L2-5 NOSTRIN SRGN,187,1.17907
Exc L2 LINC00507 GLRA3,6780,42.7491
Micro L1-6 TYROBP CD74,8294,52.2951
OPC L1-6 PDGFRA COL20A1,4,0.0252207
VLMC L1-5 PDGFRA COLEC12,30,0.189155
