cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,738,7.28889
Endo L2-5 NOSTRIN SRGN,37,0.365432
Exc L2 LINC00507 GLRA3,2,0.0197531
Exc L3 LAMP5 CARM1P1,2,0.0197531
Exc L3-5 RORB LNX2,8402,82.9827
Exc L3-5 RORB RPRM,20,0.197531
Micro L1-6 TYROBP CD74,182,1.79753
Oligo L2-6 OPALIN FTH1P3,28,0.276543
OPC L1-6 PDGFRA COL20A1,134,1.32346
VLMC L1-5 PDGFRA COLEC12,580,5.72840
