cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1248,28.3959
Astro L1-6 FGFR3 PLCG1,77,1.75199
Endo L2-5 NOSTRIN SRGN,661,15.0398
Exc L3-5 RORB LNX2,648,14.7440
Exc L3-5 RORB RPRM,65,1.47895
Micro L1-6 TYROBP CD74,285,6.48464
Oligo L2-6 OPALIN FTH1P3,21,0.477816
OPC L1-6 PDGFRA COL20A1,511,11.6268
VLMC L1-5 PDGFRA COLEC12,879,20.0000
