cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,192,6.93141
Endo L2-5 NOSTRIN SRGN,12,0.433213
Exc L2 LINC00507 GLRA3,1453,52.4549
Micro L1-6 TYROBP CD74,1006,36.3177
VLMC L1-5 PDGFRA COLEC12,107,3.86282
