cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,701,14.9947
Endo L2-5 NOSTRIN SRGN,44,0.941176
Inh L1-5 VIP SMOC1,3465,74.1176
Micro L1-6 TYROBP CD74,11,0.235294
Oligo L2-6 OPALIN FTH1P3,2,0.0427807
OPC L1-6 PDGFRA COL20A1,35,0.748663
VLMC L1-5 PDGFRA COLEC12,417,8.91979
