cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,874,4.52568
Astro L1-6 FGFR3 PLCG1,494,2.55800
Endo L2-5 NOSTRIN SRGN,137,0.709403
Exc L2 LINC00507 GLRA3,52,0.269263
Exc L3-5 RORB LNX2,4143,21.4530
Exc L3-5 RORB RPRM,12629,65.3946
Micro L1-6 TYROBP CD74,217,1.12365
Oligo L2-6 OPALIN FTH1P3,26,0.134631
VLMC L1-5 PDGFRA COLEC12,740,3.83181
