cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,10,0.574383
Astro L1-6 FGFR3 PLCG1,13,0.746697
Endo L2-5 NOSTRIN SRGN,9,0.516944
Inh L1-5 VIP SMOC1,1664,95.5773
Micro L1-6 TYROBP CD74,14,0.804136
OPC L1-6 PDGFRA COL20A1,30,1.72315
VLMC L1-5 PDGFRA COLEC12,1,0.0574383
