cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,316,7.09156
Astro L1-6 FGFR3 PLCG1,1875,42.0781
Endo L2-5 NOSTRIN SRGN,9,0.201975
Exc L3-5 RORB LNX2,785,17.6167
Micro L1-6 TYROBP CD74,676,15.1706
Oligo L2-6 OPALIN FTH1P3,140,3.14183
OPC L1-6 PDGFRA COL20A1,622,13.9587
VLMC L1-5 PDGFRA COLEC12,33,0.740575
