cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,527,6.00296
Endo L2-5 NOSTRIN SRGN,222,2.52876
Exc L3-5 RORB LNX2,7892,89.8963
Micro L1-6 TYROBP CD74,16,0.182253
OPC L1-6 PDGFRA COL20A1,23,0.261989
VLMC L1-5 PDGFRA COLEC12,99,1.12769
