cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1040,16.9354
Astro L1-6 FGFR3 PLCG1,536,8.72822
Endo L2-5 NOSTRIN SRGN,28,0.455952
Exc L2 LINC00507 GLRA3,48,0.781632
Exc L3-5 RORB LNX2,1061,17.2773
Exc L3-5 RORB RPRM,2085,33.9521
Micro L1-6 TYROBP CD74,167,2.71943
Oligo L2-6 OPALIN FTH1P3,52,0.846768
OPC L1-6 PDGFRA COL20A1,485,7.89774
VLMC L1-5 PDGFRA COLEC12,639,10.4055
