cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,630,7.16398
Endo L2-5 NOSTRIN SRGN,92,1.04617
Exc L3-5 RORB LNX2,7749,88.1169
Exc L3-5 RORB RPRM,49,0.557198
Micro L1-6 TYROBP CD74,16,0.181942
OPC L1-6 PDGFRA COL20A1,25,0.284285
VLMC L1-5 PDGFRA COLEC12,233,2.64953
