cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1018,7.06013
Endo L2-5 NOSTRIN SRGN,249,1.72689
Exc L3-5 RORB LNX2,12518,86.8160
Micro L1-6 TYROBP CD74,293,2.03204
Oligo L2-6 OPALIN FTH1P3,78,0.540953
OPC L1-6 PDGFRA COL20A1,72,0.499341
VLMC L1-5 PDGFRA COLEC12,191,1.32464
