cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,400,12.9660
Astro L1-6 FGFR3 PLCG1,355,11.5073
Endo L2-5 NOSTRIN SRGN,376,12.1880
Exc L3-5 RORB RPRM,7,0.226904
Micro L1-6 TYROBP CD74,702,22.7553
Oligo L2-6 OPALIN FTH1P3,23,0.745543
Oligo L3-6 OPALIN LRP4-AS1,79,2.56078
OPC L1-6 PDGFRA COL20A1,190,6.15883
VLMC L1-5 PDGFRA COLEC12,953,30.8914
